cell_code,prediction
jgues2H5xh,Ca2
jgv5gSNi1Z,DNAMetabolism
jgxv103Z4w,Ca2
JH2S5l4rMe,ROCK
jH83JrYgYx,cMyc
jHANcXjiAc,dopaminereceptor
jHc1Fm4ZVI,ROCK
jhdJ7Pbl9o,ROCK
JhfKyTiRiB,Cdc25
jHfphIinij,DNAMetabolism
jHHf6ageNM,cMyc
JHKT85WmeB,dopaminereceptor
JhL44p4N1T,dopaminereceptor
JHL9mvCuSd,ROCK
JHmWg3wWpi,dopaminereceptor
jhOflj6Ef5,ROCK
jHQlzq6l0G,Tubulin
JHuIJFhUhC,eNOS
jhwr7hc0PS,dopaminereceptor
JI8YlgGgI0,ROCK
JiA8er4I7A,ROCK
JiBT03i8XS,DNAMetabolism
jIceHRxNeZ,ROCK
JidScDLibL,dopaminereceptor
jIF89iYJxH,eNOS
JiflISz2mg,ROCK
jIJ3o0gjw1,dopaminereceptor
JIJkqKJ3Pg,ROCK
JILkpGsB9O,ROCK
jiPHFWmhg3,ROCK
jIu2B9lWfZ,eNOS
JIuVou3pDH,ROCK
jivIKeEuVn,dopaminereceptor
JIyPWgqhGF,ROCK
Jj1aYEgGfO,ROCK
JJbSRTCtRv,ROCK
jJD6mldd8P,ROCK
JjGPVsfUVD,AMPA
jjKlh3nY5Y,Cdc25
jjRB1Fx8Y3,DNAMetabolism
JJtplvUpcW,DNA_intercalation
JJUN718iBR,cMyc
jk2DrzXcMh,Tubulin
jK4mYHMliW,ROCK
jK794bbw9K,dopaminereceptor
jK7oDXNsWZ,dopaminereceptor
jkacbmLMCa,eNOS
JKi3lCTO1e,AMPA
jKiqlFYVco,ROCK
jKlRUN1n71,Ca2
jkmwbUuvDw,cellcycle
jkosM5LuLP,Ca2
JkUH5pF2Gy,Ca2
JKVcr7fAHn,ROCK
jKxwFG97nT,ROCK
jkXzgl5Lzo,DNAMetabolism
JkYlv2GjRO,ROCK
JKYZ1JyeEp,Tubulin
jKZpHksUiS,Ca2
jl6Jofhmq4,dopaminereceptor
JL6XcxO6X8,ROCK
jlazCBgIv6,DNA_intercalation
JlBcPdjPZp,ROCK
jLbmbhfqtv,Tubulin
jlBvapt3W5,ROCK
JLeOzyJa9g,ROCK
jlgNUF75aI,DNAMetabolism
JLIKusMJSD,DNA_intercalation
jLjiXT9vRz,ROCK
jljZnQQeBE,Ca2
jlTnj1d6Jv,MEK
jlZSWMuooO,DNA_intercalation
jM7dh5a1y9,eNOS
JM7erzZxyr,dopaminereceptor
jMaJNTPI4v,cMyc
JMbQ460BeT,cellcycle
jmbSMaOagk,ROCK
JMbSvGf1sH,eNOS
JMeALJEBjW,cellcycle
JmeqwYVvbg,Ca2
jMgHqLIk9p,ROCK
JMiGC1mAjs,ROCK
jMjqmKY4xm,DNA_intercalation
jMM6xeWfk8,Ca2
jMNGOR2Daf,dopaminereceptor
jMRv8Q2NIh,cellcycle
JN5lPluATY,dopaminereceptor
JN5vMz3ACe,ROCK
Jn9r9LjHtl,ROCK
jnAWzJOeCt,ROCK
JNBxRQZUAM,ROCK
jnGZv80le9,ROCK
jnIug2Goup,AMPA
JNJ20Xhi60,cellcycle
JNnAlGdYom,Ca2
JnsdnJ2mlb,dopaminereceptor
jnUMxY5gQy,ROCK
jnUySXqk4G,ROCK
jo265mdBxR,ROCK
jObCN3xSch,ROCK
JoeiGiZk6D,CDK
JOGi9t2t0y,Cdc25
JOHkiYYxfl,cMyc
JoixLxWyRa,DNAMetabolism
joK8MP9FVP,ROCK
JOnnQ1NSft,ROCK
jOr3G7qA2o,dopaminereceptor
jOrAaeB1KA,ROCK
JORE4Ue1vI,dopaminereceptor
JoS7CDYUdB,AMPA
joU2Dx208T,Ca2
joZFYtM76o,TopoII
Jp3zFz0HCL,ROCK
JP4eZNjnnd,cellcycle
JPDR9rW2NR,Cdc25
JPI9o1X4BJ,cellcycle
Jpxc4Yx4Dd,DNAMetabolism
JpxT1WLt0V,ROCK
jq5RTU5z42,Tubulin
jq5SkoMUXp,dopaminereceptor
jQ8DkM4g5G,eNOS
jQCRKsBrYD,Cdc25
jqiGyQGrMv,ROCK
JqO52Um2He,CDK
JQOOv5K61D,TopoII
jQRBJFeTbU,ROCK
JQsvDA1OMp,Ca2
JQTC04fPj9,cellcycle
jQzZN0Ptf2,ROCK
JR9rx1JaAu,Ca2
JrfJcmWJMu,ROCK
jrhdffsZBQ,dopaminereceptor
jrHDLeLFht,ROCK
JRpougg62W,Tubulin
jRUJkSJvMO,Ca2
Js5HrQtKRR,ROCK
JS8DuZm8G9,dopaminereceptor
jsD5ehFl43,cMyc
jSerg7HbUK,AMPA
JSFcfwYilo,dopaminereceptor
JsI8F9VwrR,ROCK
JsiPA2l918,ROCK
jSk1BdO3ny,Cdc25
JsLMhncQ4N,ROCK
jSMJg4KlZ9,DNA_intercalation
JsqNlZ7Hec,DNAMetabolism
JsTpqECbXW,ROCK
jSUnzN35p1,Cdc25
jSVr5P4zpP,ROCK
jsY9rdFuvC,ROCK
jT20L4nRpW,ROCK
JTD9J53daO,dopaminereceptor
JTdUHuQnfS,dopaminereceptor
jtebeVSZY3,ROCK
JtflG40ERd,dopaminereceptor
jtFRo52Upz,ROCK
jtfuDGfzjE,ROCK
jTJAkeWhh9,ROCK
jtt92Az1GD,ROCK
jttUxcGfF8,Ca2
jtvSmy5FGQ,adrenoceptor
jTYPjSYtrD,Ca2
jtzrsmY5fg,dopaminereceptor
JU0bLg2qfZ,ROCK
Ju1SjupGut,DNA_intercalation
ju8JsHz8XP,DNAMetabolism
ju9g62YKO2,Tubulin
JuBXgaacIk,eNOS
JUdehsz5fL,cellcycle
JUF63zADMz,DNAMetabolism
juj0M636Lt,dopaminereceptor
JUlGX6qJQg,ROCK
jUm2FRqbaV,ROCK
JUmEhN7MP2,Ca2
junvOw3ZiG,Ca2
JunX71mThz,DNAMetabolism
jURMx7mzHH,dopaminereceptor
jusQMRj4eJ,dopaminereceptor
jUtfhLAmOh,dopaminereceptor
jUUIT9LFFH,Ca2
jUV6IpTA8x,ROCK
juVfUE2sxS,DNAMetabolism
JUVuPjlgc6,Tubulin
JUYkIASVbj,DNAMetabolism
JVe3RMzuzY,dopaminereceptor
JVfhCm6NLD,AMPA
jVHzZ1tdUT,ROCK
jVlasa0uLc,ROCK
jvT4Uenzpp,TopoII
JVtq1VoCiI,CDK
jVtqO90Wme,Ca2
jVvgQ9ZFwe,ROCK
jVwBshLdMT,ROCK
Jw5meeDqlW,ROCK
Jw5z1mWnC3,DNAMetabolism
JwC7kTow2K,ROCK
jwcyG09jcK,eNOS
Jwe1wi7ws8,ROCK
jwG8iZB5R1,DNAMetabolism
JWkRO1FqvO,AMPA
jWrg4pyJlw,Ca2
JwRPN40aIF,cMyc
JwTbA45Ow5,ROCK
JwvSm5hmfh,ROCK
JWwWCwTB2l,dopaminereceptor
jwZVvF79qi,DNAMetabolism
Jx07I8pgMq,DNAMetabolism
Jx4L3jYK5d,dopaminereceptor
jxAHgUpt55,ROCK
jXeTL9TkPb,Ca2
JxmxkZT20r,ROCK
jXNWD87b8G,ROCK
jxtHP8Ye9X,cellcycle
JxwdPkQtzI,ROCK
jXWoeIBzLM,Ca2
Jy2IRdn5GS,AMPA
JY4al18lHT,DNAMetabolism
JY5seRiTsu,ROCK
JY6dQ8RXYq,Tubulin
jy7BGs1vme,DNAMetabolism
JYAc09gAZv,Ca2
JyGSEDpjuA,cellcycle
jyi5PHppkK,dopaminereceptor
JYmwNVWL9E,ROCK
jyP96V5QWj,Tubulin
JYwJjEY1WG,Ca2
jZ39buFzD8,dopaminereceptor
Jz7lyDbJQG,ROCK
Jz9cnPGPAk,ROCK
JzAs3pOJQZ,Cdc25
JZbDghOgjs,Ca2
Jzcp8XaeF5,Ca2
jZGJHn8oqe,Ca2
jzJnmTYOcY,DNAMetabolism
Jzq3NDr7qb,AMPA
Jzv8mv8Q74,ROCK
jzVwWngkHb,TopoII
k0gUOxkar3,Tubulin
K0hGst5BFm,Tubulin
K0rbM8eBEt,Ca2
K0URyB73rc,ROCK
k1AmJEVoqS,cellcycle
K1bPXSwFiT,ROCK
K1h8BqLmc1,DNAMetabolism
K1lpIqFadH,DNAMetabolism
K1MluJlndh,DNAMetabolism
K1R3xeqUi3,dopaminereceptor
K1ZEvdUJgN,cellcycle
K2Cyp6X1Yp,Ca2
K2Dc9y10Y6,Tubulin
K2f3JaHTWj,dopaminereceptor
k2jFqTUj7R,Ca2
k2qc7PCB1R,ROCK
k2S04BFFED,Cdc25
K3651jYoHf,cellcycle
k3GFv0bh5K,DNA_intercalation
K3o7aTF643,Ca2
k3x5idI2vA,cellcycle
k48L9pDWKe,ROCK
K4Oz0BWLoC,DNAMetabolism
K4Rwy6LMVa,DNA_intercalation
k4ykt5KSW5,Tubulin
k5csZtrfs2,eNOS
K5fcdeYnlP,cellcycle
k5gIAMStLy,Tubulin
K5SvQWGQyE,dopaminereceptor
k5vyFUoTKN,ROCK
k5wvtcqgGF,dopaminereceptor
k64Nc8zMHz,ROCK
K68YUi1MxW,Ca2
k6IsTFFhVa,ROCK
K6lKBCfPax,cellcycle
K6mRzqYdIf,dopaminereceptor
k6qnVkgh5K,cellcycle
k6YXsS6HP7,dopaminereceptor
K7aXRB3cvA,ROCK
k7k1sYZC4m,dopaminereceptor
K7nUPO1Icy,ROCK
K7OLvCFBMO,ROCK
k7PBeyjFSD,ROCK
k7SP3vyiVl,ROCK
k7wFdoBn9f,AMPA
K7y763tw6s,AMPA
k8cZjpdVrw,ROCK
K8eua2oQub,ROCK
K8jtSYAxe7,rac1
K8mYmJl3ur,dopaminereceptor
k8ymzkySYW,cMyc
K8YUHF1pXp,Tubulin
K97HBNCf1D,ROCK
K9gPVJgAlU,eNOS
k9nY8cAi7u,Ca2
k9qNCmJ8EK,ROCK
KA2X65K4CK,ROCK
ka5SQl58J4,dopaminereceptor
ka9gia0ZFA,Ca2
KAAMMHQdZJ,Cdc25
kac1KIGoMc,DNAMetabolism
kAdc4SlfiM,Ca2
kaFQ0zfLJG,cellcycle
kAxK0xt1zQ,ROCK
KaYwgeavYC,dopaminereceptor
kAYWjTnQo6,DNAMetabolism
kazGBs70GV,dopaminereceptor
KBc1hyeFUr,AMPA
kBdE3N24hl,ROCK
KbdtquQZCr,Cdc25
kbeSAIDmhe,ROCK
kBl008zuOp,ROCK
KBLUGyWZ3q,ROCK
kbQrTdXhjo,cellcycle
KbWPIX4qfo,ROCK
kbxQYbCZ3E,ROCK
kC4PpJeT5P,ROCK
kC5sXPCHkd,cellcycle
kC6dXP3m6t,dopaminereceptor
Kc9GJnS294,ROCK
KCabwxb9Re,eNOS
KcaUZWKkoe,Cdc25
KCDLUJ3sY0,ROCK
kCFLzDTqjc,Tubulin
kCkw964fWL,cellcycle
kCmySb3Xu8,Ca2
Kcz77zsNVO,Ca2
kcZNk6s4LD,DNAMetabolism
kD2Zyt6S1x,dopaminereceptor
kD9nBXgosR,dopaminereceptor
kdaQAe8bMN,ROCK
kDDinY76fA,DNA_intercalation
kDf6xE1INb,ROCK
Kdggh83I7f,ROCK
kdidY9p6zM,Ca2
KdJ4qVMqeg,cellcycle
KdMkaZouP0,ROCK
kdmpWdyllU,Ca2
kDN3z4RpN2,dopaminereceptor
kDNKdhVF3D,ROCK
kDNmb6omtv,ROCK
KDqOxGAS1H,cellcycle
kdzH6OfxT6,AMPA
Kea8sZZWln,cMyc
KEBqGMhdkD,ROCK
KeI6aFCi5Q,DNAMetabolism
keKABn3nTH,cellcycle
KEOZHeI15c,Cdc25
KERrqys7WJ,dopaminereceptor
keVeq6PQfs,ROCK
KEwQbnNAXu,DNA_intercalation
kezagkz09K,Ca2
Kf45G9j4cG,Cdc25
Kf9V7mqWoH,ROCK
kFcGXnS9bn,Ca2
kfd4PSj831,Cdc25
KFeARlTOXc,dopaminereceptor
kFeYO7nGza,EGFR
Kfj6I5pavE,ROCK
KFjU7Tpu4i,ROCK
kfJw8D25Li,rac1
KFOjCxouyX,ROCK
KFQaKTTi5c,ROCK
KfQI3468ak,eNOS
kfrJNoFAeh,Cdc25
KFVhamHOQy,dopaminereceptor
KFYWpMh7Ws,dopaminereceptor
kG0KVCb52F,cMyc
Kg2uylC42I,cellcycle
kG8j4WYOi6,eNOS
KGKJylD8l3,dopaminereceptor
KgoPrboFUI,dopaminereceptor
kGq2hPnCnv,Ca2
kGRgCz0XSt,DNA_intercalation
kGUa0up3g2,dopaminereceptor
KGW8j0DkI9,dopaminereceptor
KgyJTrVLLV,Tubulin
kh0e6ARXzg,ROCK
kh0TEjb8is,ROCK
kH2vPJMTPM,ROCK
kH5E1LuJfc,Ca2
KhdLnNRTLw,ROCK
KHExyojC4h,cellcycle
kHGXydqmKG,Ca2
kHiFYLXequ,Ca2
KhOgdJF7AO,Ca2
KHOYexXRcX,ROCK
kHx9B140a4,cellcycle
khxtHJZ5gd,Cdc25
Ki2o1D2fuW,cellcycle
ki8yEDQErE,Ca2
KIbuuKwO5v,Ca2
kIdfxUBfRW,ROCK
kiL6JAjQbN,cellcycle
kIUIiFBgJy,DNAMetabolism
kIxvEEmB2z,dopaminereceptor
kJ1Qe032NE,DNAMetabolism
kjn5AjW55L,ROCK
kjOTZhS1RB,dopaminereceptor
KjP7BbvitY,ROCK
kjpuCSzB6y,ROCK
kJR1s5Z23o,ROCK
KjRsvnHhBj,DNAMetabolism
kJRw4Y21YE,DNA_intercalation
KJwWxVJdGl,Tubulin
kk40uVH0Li,Ca2
KKBFpB68tM,ROCK
kkdk3kGNkG,dopaminereceptor
KKlI1AClU4,DNAMetabolism
KkPLxAJAfq,DNAMetabolism
KKQsqHaaTK,dopaminereceptor
kKy7Vg9V44,DNA_intercalation
KKyuncGLli,eNOS
kkzHdbmSXm,ROCK
KkzSEIdxWB,MEK
KL4dcOB1RK,dopaminereceptor
KL6rfB2D0I,ROCK
KldK7a3aNh,Ca2
kLhRB6iBH8,ROCK
kLjoEnpKs0,ROCK
KlK1cA1Dwi,DNA_intercalation
KLMY9zBTtA,cellcycle
KLPPH40Pn6,Ca2
klqrB6MEFf,ROCK
KLr3cs6n7R,Ca2
kLVuCHnO2S,Ca2
KLwaBYUoQ4,Ca2
KlyOV4TARS,ROCK
klYvLETvxK,Ca2
kLzuRrUoty,Ca2
KM3LPPYYt3,DNA_intercalation
KM8XvDhg5q,Ca2
KMa5Vm8RFt,dopaminereceptor
kMAvoDbPNB,cellcycle
kmbvT5pgIO,ROCK
KMD0DQLgpl,dopaminereceptor
KMhVpOWgzm,dopaminereceptor
kmlqIcrZKS,Ca2
kmqh8Vw67F,AMPA
KMRiczWi2n,ROCK
kMs7zqOYVJ,dopaminereceptor
kMT0UcQcxp,cellcycle
KMTlFJtB8g,ROCK
kmvPf75tEc,cellcycle
KmXMROKQVf,ROCK
KMYQpTFU4W,ROCK
kN1brvW748,dopaminereceptor
kn1n6aeRhY,dopaminereceptor
KN4Kzl9BTN,Cdc25
kN7u75s6SS,Ca2
kNEnMkS8FT,eNOS
KnFeWC2UGL,cellcycle
KnheqyH3ad,cMyc
kNJdIYKaxm,ROCK
KnmSEAZzVz,DNAMetabolism
KNqnGunDSG,DNAMetabolism
KNRsc2P23Y,dopaminereceptor
KNSo9X87Tc,ROCK
kNXVBAyatu,ROCK
KNYPAnHEYb,ROCK
knYvEs46pQ,ROCK
KNzWEGQseu,ROCK
Ko13iMbhQZ,ROCK
kO561KEi94,cMyc
KO8aJkTdVb,dopaminereceptor
Ko9EeuasVX,Ca2
KObtletTTe,Ca2
kofDlOu324,cellcycle
KOgS04SBJv,cellcycle
KOpobGPd9j,Tubulin
kOr0BGDpgw,cMyc
KOzxXT1TzN,AMPA
kp8okcfEZd,ROCK
KPA9Dy3mPe,DNAMetabolism
kpCQRIs3hI,Cdc25
KPcWTQw3Au,cellcycle
KPeArZWYKI,ROCK
KPFaTt1d3M,AMPA
KpgGYOITwY,Ca2
kpogORNYag,Ca2
kPQKVte829,dopaminereceptor
KpXUdQO8Bc,dopaminereceptor
kpY7oyG8yV,Cdc25
KpZetGaCme,ROCK
kqDTwqOjyQ,dopaminereceptor
kqdu4Wd0Zu,cellcycle
kqJ6EaeRJH,cMyc
kQOn7QbIXx,ROCK
kQPihf9wgC,eNOS
kQTltn0XWJ,eNOS
KQTYWnkVqs,ROCK
KQVeruK6Pz,DNA_intercalation
KQVHg6bYQx,dopaminereceptor
KqVLqpq7RY,dopaminereceptor
Kr9Ifnc05q,ROCK
KRa5fMQv0W,cellcycle
krdHqdY7MZ,ROCK
KRQv4Bmsca,ROCK
KRtsnDi4IB,dopaminereceptor
kRtv7GLZOM,dopaminereceptor
KrxYA9T0f8,Cdc25
kS2HOQCT79,ROCK
ks5CHi2a0S,dopaminereceptor
ks6VUuwOfr,DNAMetabolism
kSGGMhjlBR,AMPA
ksIDxUD8i7,dopaminereceptor
ksIpv5O2kM,AMPA
ksKaoIb2yC,ROCK
KSNmOPF9uk,ROCK
KSP4exAi3X,ROCK
kSPDQQxO7G,eNOS
ksQlRJoJIH,DNA_intercalation
KSrWfePjOR,Ca2
KsVVRVMS62,dopaminereceptor
KsY5mEcldl,Ca2
kT2Qc3K2hC,Cdc25
kT2ybqNOS7,ROCK
kT86QJco6m,Tubulin
KtAzOswNHP,DNAMetabolism
KTftAk5D2g,ROCK
ktK8wz6Lhu,ROCK
KToRKHGNSB,DNAMetabolism
kTScImk64j,dopaminereceptor
KTvWJnE7d5,dopaminereceptor
KtzQl829ye,ROCK
Ku4laYLFJ7,ROCK
kU6UAe9FOB,ROCK
kU8n6Kt3f0,ROCK
kuDsd3nfeb,ROCK
kUJ6y1YQDG,ROCK
KuKNzu0xJ1,ROCK
KuN6bBzZd2,ROCK
kUNroPF2zg,cMyc
KuQJTlfiFW,ROCK
KuW9v9da4N,ROCK
KUxj3t3rYr,Ca2
kUYOzzwJpN,dopaminereceptor
KvaKTkznru,ROCK
KVamVroHdr,Ca2
kvhL3dKnSw,ROCK
KVkhNf6vJX,ROCK
KVmDbL8nBI,Ca2
kvMOJwBgZ6,ROCK
kVNkAeY71U,ROCK
kvo8sKEZOU,dopaminereceptor
KVqBgBkhoP,Ca2
kVRElaAngt,ROCK
KVuE16xIds,Cdc25
KvxfhePLgE,dopaminereceptor
kvXpQL4Nan,ROCK
kVZ9r9vDLt,AMPA
kw3csrYMjb,ROCK
kW3NR98QkK,ROCK
kw5rRQZ3hA,Ca2
KW7iX2ZGzb,ROCK
KW87vMMqSd,DNAMetabolism
kWAOtlD8zL,Ca2
kWB25B6Od0,Tubulin
KWGFmciBXU,ROCK
KWILjTvWbk,Ca2
kWL1BjjDF7,ROCK
KwN1hvVrCE,ROCK
kwnB6mLuie,DNAMetabolism
KWOEWi1xwk,ROCK
KWtoGr7Fvy,dopaminereceptor
KwU268G0fj,ROCK
KWxbcQmnLf,cellcycle
kWZ87hIDb0,DNAMetabolism
KXeNLGyIjW,dopaminereceptor
kXHUv1CceM,cMyc
KXk8RCoR98,cMyc
kxMPsJZoVD,ROCK
KxnJZM9NHo,Ca2
kxqJlon2HY,DNAMetabolism
kXTkiUBUcp,cellcycle
kxuGLkbFbQ,ROCK
kxWxcMIARg,AMPA
kXx5eYiyRS,rac1
KxxlpYyJDY,dopaminereceptor
kxywwPGtWu,Ca2
kY3yduSRbn,ROCK
ky5iIM6Wea,ROCK
kYi9XMtPW3,Cdc25
kylp0SSHiU,Ca2
kYOEbKTFSf,cellcycle
kyUqxidWdu,cMyc
kYYtjXsXSr,ROCK
KZ0vYyZabx,AMPA
Kze1dlTJQx,AMPA
KZHGPigF34,dopaminereceptor
KZHX7rNXbL,Ca2
KZITHvnhXU,dopaminereceptor
kZkFIm8Btc,TopoII
kZLhxmyA5R,TopoII
kzmqi2dghF,TopoII
KZSxlwOg5S,ROCK
kZuGiBDS3H,cellcycle
kZV4Di9foJ,cellcycle
KzXaITmNth,ROCK
KzZe2uNsB6,dopaminereceptor
L03zQmdCOo,ROCK
L0jaJT2cN5,ROCK
l0kCPiHR5r,ROCK
l0XPWn9EDp,cMyc
L111PvyYt4,dopaminereceptor
l19rQH8Uvl,AMPA
L1AzoxmmW3,Ca2
L1Frh2cTdS,dopaminereceptor
L1jaTguExD,DNAMetabolism
l1L5iCfo2A,AMPA
l1pGaY8j3q,ROCK
L1PwOgpUrV,ROCK
L1UTa4JC8A,Ca2
L1Yw5AWGjX,ROCK
l1YYFMBfRo,ROCK
L26t6DBSIr,DNAMetabolism
L26vhOhN3d,ROCK
L2af9CXgWj,AMPA
l2BT0Lszt8,ROCK
L2gIqW7WRA,Ca2
l2K6NX8Icq,cellcycle
L2mX23ZCpa,dopaminereceptor
l2uLphzpBo,cellcycle
l2wOA0wW0o,dopaminereceptor
l2XGoctyUy,ROCK
L39DWqGcry,ROCK
L3GpfNC6Ms,dopaminereceptor
L3ikls00nZ,ROCK
L3ipayB2tX,dopaminereceptor
L3MfnhGNHk,dopaminereceptor
L3OhkFgqHg,ROCK
l3Pa3lAP9K,cMyc
L3ymnKhUIw,ROCK
l4ADn6xAYX,ROCK
L4Ean2uyNE,ROCK
L4hPRNknY8,ROCK
l4K1jTLyH8,cellcycle
L4R2NtsYnS,DNAMetabolism
l5feWLpAMa,dopaminereceptor
l5TBIsUE3r,dopaminereceptor
l5wfgRAvfA,AMPA
l61y6K9xzo,dopaminereceptor
l65XAaF2T2,ROCK
l6dbxPY4iy,AMPA
L6gCgWiCe2,cellcycle
L6oQ2pP661,cellcycle
l6RBwJts4X,ROCK
L6vhIvFl6D,ROCK
L6Ynl51MbY,ROCK
L796YLbq2e,DNAMetabolism
L7AT5Na6iU,Ca2
l7bYxu6ck1,cellcycle
l7HXR8Zkv7,dopaminereceptor
l7ihjoUCh4,ROCK
L7PBESktXR,ROCK
L7U9tkMPwE,dopaminereceptor
L7WXhQZ32q,DNAMetabolism
l7xUDPbZec,DNA_intercalation
L818iDvcik,DNAMetabolism
l88R6ggj3m,dopaminereceptor
L8A3KB4EGP,ROCK
L8efuBu8fR,ROCK
L8Fpmqhqjt,Cdc25
L8GQF9IQIw,ROCK
l8KnlEHUcX,eNOS
l8UQ2ZpCtC,cellcycle
L8vCTNb6Vp,dopaminereceptor
L8XGrKIHtN,AMPA
L8XlUdh8ym,ROCK
l9bySczJTb,Ca2
L9qWKqWvbc,ROCK
L9Y3UzuS3C,ROCK
LA3KzwSJGs,cMyc
LA5O7ZzwFc,cellcycle
la7yPeJJo5,cellcycle
lA8pY8tuZ5,Ca2
LaBgSUSvXh,Ca2
laCGFpwpIu,Ca2
laDLurASNW,cMyc
LADr9Umeqd,cellcycle
laFc5v1bT8,DNAMetabolism
LaGc8yXw9G,cellcycle
LAgEEumM9J,ROCK
LAkrogQ8QV,TopoII
laLcnRhxpV,AMPA
LAp6I2tr6c,AMPA
lATBkMHza5,cMyc
LazWamgBhx,ROCK
LB5wFjyCEz,eNOS
lbbrMAJ4Tn,ROCK
lbFkChEquE,Ca2
lbkJgE0AXb,AMPA
LBKuvGOoe8,cMyc
LboIc9VZhf,ROCK
LBQwcK4bA9,Ca2
LburoL0luU,cMyc
lbWaAI6HkP,cellcycle
lbyy2dwg4L,cellcycle
lC53cLzWxY,ROCK
Lc7xzljNH4,cMyc
Lc8snDSa3M,ROCK
lcCHGLg2uB,ROCK
LCE8IgzjDH,ROCK
LcemvDfqr8,ROCK
LchFEFOGiy,dopaminereceptor
lcoaOjnH18,dopaminereceptor
LcpDaMhR56,cellcycle
LCpmhGqa3V,dopaminereceptor
lCThpLv6aN,ROCK
lCU8HsIw0B,dopaminereceptor
lcvffs6oty,ROCK
LCyhxGjlfE,ROCK
LcZqlV7opl,ROCK
Ld7Jax3yo0,AMPA
ldAgX8EAbf,cellcycle
LdDXU3RAS7,cellcycle
ldHSEhBUX2,ROCK
LDk5W2VEdL,TopoII
ldlLPJE2R5,Ca2
LdmJ5I5D7L,DNAMetabolism
LDO5YY7yxn,adrenoceptor
ldObXRVBPH,Tubulin
LdzfVjCLho,ROCK
ldZU82f0X8,AMPA
Le309uoBdi,ROCK
Le4UV4WSZ0,ROCK
Le8kxbR4hx,ROCK
LEaqyD6C5O,ROCK
lEbAgSoRer,cMyc
LeClX8hQ6P,cMyc
LedmeTxKqL,dopaminereceptor
LEdQr7KgXa,Ca2
LEiARgHzcQ,Ca2
leLmUgo6T0,ROCK
LEm3rFlxkp,ROCK
LEmLkyur5H,Ca2
leqPqoK2z4,DNAMetabolism
LERtezCBbi,dopaminereceptor
LeZMiNf0zV,ROCK
lF10edKqwS,cellcycle
LF83NDEGxe,eNOS
Lf92vRyXEc,TopoII
LFAiE54z3G,dopaminereceptor
LFCEmRCDBY,cMyc
LfdsZEe4Tw,Cdc25
LFgWASoOYc,dopaminereceptor
lfILp6SAZm,cellcycle
lfIM8hnDIl,dopaminereceptor
lFjtbinnSC,dopaminereceptor
Lfp73Z0wB7,Ca2
lfqloxihrc,ROCK
lFToIlzUA4,ROCK
LfvRen9HNC,cMyc
LFzlQ8kOiF,cellcycle
lG06A5NRYF,Cdc25
lG0Ly9Y91F,ROCK
lG3B0eXfSQ,ROCK
lg6iFyV0Qa,Ca2
lg9KSnLFdt,cMyc
lgBD0mLpNc,cMyc
LGd80HVe8z,ROCK
lGDgmD4yAE,dopaminereceptor
lGgUNdB30m,dopaminereceptor
LgH3JsQSO1,ROCK
LgHVwaQ31k,ROCK
LGl46pneU3,ROCK
LgWcYsyHRl,rac1
lH9gc4G9ZJ,eNOS
Lhba15LlNF,AMPA
LhE0IYPqvL,Ca2
lHfFBebIZC,cMyc
LHgayHiCEI,Ca2
lHgEij2tdo,AMPA
LHGVuhuDPU,dopaminereceptor
LHHG5R1QRj,ROCK
lHKDA1GMof,cMyc
lhLJfodY0q,ROCK
lhS3bPLd12,DNAMetabolism
Lhtve7vzzW,ROCK
LHvCvtkqmT,dopaminereceptor
LHVG0qasp5,AMPA
LI3iH0fHk5,dopaminereceptor
li4ct6z0Tq,dopaminereceptor
LI984JUKzQ,Ca2
LI9wNqoeL2,DNAMetabolism
LIdMR88kqo,Ca2
Liekj1Dq9l,DNAMetabolism
LiHCAXIt8A,Tubulin
LIHjGf2700,Ca2
LIkToB0zYO,Ca2
LILrBhrabk,cellcycle
LIlVSJMF0u,rac1
lIQIzWdrz1,ROCK
lirewdXgRY,DNA_intercalation
liRewebuZH,ROCK
livwL580Cr,DNAMetabolism
lIWM8eZXaA,ROCK
lJ7pWgu5QC,ROCK
LJenUxjiHC,DNAMetabolism
lJj8HXgwYm,ROCK
LjL75gHbE0,CDK
LJNeX3GqDU,Ca2
LJoX3D8fFD,dopaminereceptor
ljpdeikRt0,ROCK
LJQ2CWVrjx,TopoII
lJStpYxv6E,ROCK
LjV1jxk2yM,eNOS
LjyZMCxm0J,ROCK
lJZkpvo9Fi,AMPA
LjzsdkD7MN,Tubulin
LK8jveflWV,eNOS
lK9HSEnCZ8,Ca2
LkdqsKFmHc,dopaminereceptor
LkewyN6xCA,ROCK
LKL4mhxz0a,ROCK
lklCRSkZVj,MEK
LkpHhjfJsX,Ca2
LKuAfXDg5Z,Ca2
LkwGkcMkeH,AMPA
lkWTvjIhMb,cMyc
LKZp41ezjW,cellcycle
lkZRQCQAKU,ROCK
ll2gW5LksY,dopaminereceptor
Ll3mZNnMrL,ROCK
LL59cdTjCr,Cdc25
llA2VpE5by,ROCK
LLbnKLvtkx,Cdc25
lLDEfzSscG,cellcycle
LLeal5l0CN,cellcycle
LlF1pFSOB4,cellcycle
LLhZW8SeMS,ROCK
lllvYo4d8X,dopaminereceptor
LlP9wDCCDQ,ROCK
LLQePEh7ln,dopaminereceptor
lLr1h3J2pu,ROCK
LlvDkJdUMv,Ca2
LlVtFXy03A,Ca2
LlYD1ecBtL,Cdc25
